"initial_alias","converted_alias","name","description","namespace"
"79714","79714","CCDC51","coiled-coil domain containing 51 [Source:HGNC Symbol;Acc:HGNC:25714]","ENTREZGENE_ACC"
"647024","647024","C6orf132","chromosome 6 open reading frame 132 [Source:HGNC Symbol;Acc:HGNC:21288]","ENTREZGENE_ACC"
"471","471","ATIC","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:794]","ENTREZGENE_ACC"
"5831","5831","PYCR1","pyrroline-5-carboxylate reductase 1 [Source:HGNC Symbol;Acc:HGNC:9721]","ENTREZGENE_ACC"
"79871","79871","RPAP2","RNA polymerase II associated protein 2 [Source:HGNC Symbol;Acc:HGNC:25791]","ENTREZGENE_ACC"
"54732","54732","TMED9","transmembrane p24 trafficking protein 9 [Source:HGNC Symbol;Acc:HGNC:24878]","ENTREZGENE_ACC"
"79607","79607","FAM118B","family with sequence similarity 118 member B [Source:HGNC Symbol;Acc:HGNC:26110]","ENTREZGENE_ACC"
"3034","3034","HAL","histidine ammonia-lyase [Source:HGNC Symbol;Acc:HGNC:4806]","ENTREZGENE_ACC"
"9910","9910","RABGAP1L","RAB GTPase activating protein 1 like [Source:HGNC Symbol;Acc:HGNC:24663]","ENTREZGENE_ACC"
"2934","2934","GSN","gelsolin [Source:HGNC Symbol;Acc:HGNC:4620]","ENTREZGENE_ACC"
"23024","23024","PDZRN3","PDZ domain containing ring finger 3 [Source:HGNC Symbol;Acc:HGNC:17704]","ENTREZGENE_ACC"
"9015","9015","TAF1A","TATA-box binding protein associated factor, RNA polymerase I subunit A [Source:HGNC Symbol;Acc:HGNC:11532]","ENTREZGENE_ACC"
"55669","55669","MFN1","mitofusin 1 [Source:HGNC Symbol;Acc:HGNC:18262]","ENTREZGENE_ACC"
"7317","7317","UBA1","ubiquitin like modifier activating enzyme 1 [Source:HGNC Symbol;Acc:HGNC:12469]","ENTREZGENE_ACC"
"388588","388588","SMIM1","small integral membrane protein 1 (Vel blood group) [Source:HGNC Symbol;Acc:HGNC:44204]","ENTREZGENE_ACC"
"11154","11154","AP4S1","adaptor related protein complex 4 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:575]","ENTREZGENE_ACC"
"3300","3300","DNAJB2","DnaJ heat shock protein family (Hsp40) member B2 [Source:HGNC Symbol;Acc:HGNC:5228]","ENTREZGENE_ACC"
"23118","23118","TAB2","TGF-beta activated kinase 1 (MAP3K7) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17075]","ENTREZGENE_ACC"
"10695","10695","CNPY3","canopy FGF signaling regulator 3 [Source:HGNC Symbol;Acc:HGNC:11968]","ENTREZGENE_ACC"
"90410","90410","IFT20","intraflagellar transport 20 [Source:HGNC Symbol;Acc:HGNC:30989]","ENTREZGENE_ACC"
"7296","7296","TXNRD1","thioredoxin reductase 1 [Source:HGNC Symbol;Acc:HGNC:12437]","ENTREZGENE_ACC"
"152926","152926","PPM1K","protein phosphatase, Mg2+/Mn2+ dependent 1K [Source:HGNC Symbol;Acc:HGNC:25415]","ENTREZGENE_ACC"
"6786","6786","STIM1","stromal interaction molecule 1 [Source:HGNC Symbol;Acc:HGNC:11386]","ENTREZGENE_ACC"
"56181","56181","MTFR1L","mitochondrial fission regulator 1 like [Source:HGNC Symbol;Acc:HGNC:28836]","ENTREZGENE_ACC"
"51021","51021","MRPS16","mitochondrial ribosomal protein S16 [Source:HGNC Symbol;Acc:HGNC:14048]","ENTREZGENE_ACC"
"9765","9765","ZFYVE16","zinc finger FYVE-type containing 16 [Source:HGNC Symbol;Acc:HGNC:20756]","ENTREZGENE_ACC"
"81671","81671","VMP1","vacuole membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:29559]","ENTREZGENE_ACC"
"9911","9911","TMCC2","transmembrane and coiled-coil domain family 2 [Source:HGNC Symbol;Acc:HGNC:24239]","ENTREZGENE_ACC"
"1155","1155","TBCB","tubulin folding cofactor B [Source:HGNC Symbol;Acc:HGNC:1989]","ENTREZGENE_ACC"
"205","205","AK4","adenylate kinase 4 [Source:HGNC Symbol;Acc:HGNC:363]","ENTREZGENE_ACC"
"27314","27314","RAB30","RAB30, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9770]","ENTREZGENE_ACC"
"36","36","ACADSB","acyl-CoA dehydrogenase short/branched chain [Source:HGNC Symbol;Acc:HGNC:91]","ENTREZGENE_ACC"
"8976","8976","WASL","WASP like actin nucleation promoting factor [Source:HGNC Symbol;Acc:HGNC:12735]","ENTREZGENE_ACC"
"1842","1842","ECM2","extracellular matrix protein 2 [Source:HGNC Symbol;Acc:HGNC:3154]","ENTREZGENE_ACC"
"7416","7416","VDAC1","voltage dependent anion channel 1 [Source:HGNC Symbol;Acc:HGNC:12669]","ENTREZGENE_ACC"
"8336","8336","H2AC17","H2A clustered histone 17 [Source:HGNC Symbol;Acc:HGNC:4735]","ENTREZGENE_ACC"
"7247","7247","TSN","translin [Source:HGNC Symbol;Acc:HGNC:12379]","ENTREZGENE_ACC"
"4598","4598","MVK","mevalonate kinase [Source:HGNC Symbol;Acc:HGNC:7530]","ENTREZGENE_ACC"
"10548","10548","TM9SF1","transmembrane 9 superfamily member 1 [Source:HGNC Symbol;Acc:HGNC:11864]","ENTREZGENE_ACC"
"10765","10765","KDM5B","lysine demethylase 5B [Source:HGNC Symbol;Acc:HGNC:18039]","ENTREZGENE_ACC"
"80381","80381","CD276","CD276 molecule [Source:HGNC Symbol;Acc:HGNC:19137]","ENTREZGENE_ACC"
"81570","81570","CLPB","caseinolytic mitochondrial matrix peptidase chaperone subunit B [Source:HGNC Symbol;Acc:HGNC:30664]","ENTREZGENE_ACC"
"91039","91039","DPP9","dipeptidyl peptidase 9 [Source:HGNC Symbol;Acc:HGNC:18648]","ENTREZGENE_ACC"
"10983","10983","CCNI","cyclin I [Source:HGNC Symbol;Acc:HGNC:1595]","ENTREZGENE_ACC"
"5303","5303","PIN4","peptidylprolyl cis/trans isomerase, NIMA-interacting 4 [Source:HGNC Symbol;Acc:HGNC:8992]","ENTREZGENE_ACC"
"6742","6742","SSBP1","single stranded DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11317]","ENTREZGENE_ACC"
"5286","5286","PIK3C2A","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8971]","ENTREZGENE_ACC"
"286336","286336","FAM78A","family with sequence similarity 78 member A [Source:HGNC Symbol;Acc:HGNC:25465]","ENTREZGENE_ACC"
"116447","116447","TOP1MT","DNA topoisomerase I mitochondrial [Source:HGNC Symbol;Acc:HGNC:29787]","ENTREZGENE_ACC"
"55929","55929","DMAP1","DNA methyltransferase 1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18291]","ENTREZGENE_ACC"
"4926","4926","NUMA1","nuclear mitotic apparatus protein 1 [Source:HGNC Symbol;Acc:HGNC:8059]","ENTREZGENE_ACC"
"11107","11107","PRDM5","PR/SET domain 5 [Source:HGNC Symbol;Acc:HGNC:9349]","ENTREZGENE_ACC"
"6782","6782","HSPA13","heat shock protein family A (Hsp70) member 13 [Source:HGNC Symbol;Acc:HGNC:11375]","ENTREZGENE_ACC"
"28971","28971","AAMDC","adipogenesis associated Mth938 domain containing [Source:HGNC Symbol;Acc:HGNC:30205]","ENTREZGENE_ACC"
"3843","3843","IPO5","importin 5 [Source:HGNC Symbol;Acc:HGNC:6402]","ENTREZGENE_ACC"
"11322","11322","TMC6","transmembrane channel like 6 [Source:HGNC Symbol;Acc:HGNC:18021]","ENTREZGENE_ACC"
"50650","50650","ARHGEF3","Rho guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:683]","ENTREZGENE_ACC"
"1351","1351","COX8A","cytochrome c oxidase subunit 8A [Source:HGNC Symbol;Acc:HGNC:2294]","ENTREZGENE_ACC"
"26993","26993","AKAP8L","A-kinase anchoring protein 8 like [Source:HGNC Symbol;Acc:HGNC:29857]","ENTREZGENE_ACC"
"10396","10396","ATP8A1","ATPase phospholipid transporting 8A1 [Source:HGNC Symbol;Acc:HGNC:13531]","ENTREZGENE_ACC"
"145508","145508","CEP128","centrosomal protein 128 [Source:HGNC Symbol;Acc:HGNC:20359]","ENTREZGENE_ACC"
"9855","9855","FARP2","FERM, ARH/RhoGEF and pleckstrin domain protein 2 [Source:HGNC Symbol;Acc:HGNC:16460]","ENTREZGENE_ACC"
"9425","9425","CDYL","chromodomain Y like [Source:HGNC Symbol;Acc:HGNC:1811]","ENTREZGENE_ACC"
"10952","10952","SEC61B","SEC61 translocon subunit beta [Source:HGNC Symbol;Acc:HGNC:16993]","ENTREZGENE_ACC"
"51232","51232","CRIM1","cysteine rich transmembrane BMP regulator 1 [Source:HGNC Symbol;Acc:HGNC:2359]","ENTREZGENE_ACC"
"55593","55593","OTUD5","OTU deubiquitinase 5 [Source:HGNC Symbol;Acc:HGNC:25402]","ENTREZGENE_ACC"
"1477","1477","CSTF1","cleavage stimulation factor subunit 1 [Source:HGNC Symbol;Acc:HGNC:2483]","ENTREZGENE_ACC"
"55823","55823","VPS11","VPS11 core subunit of CORVET and HOPS complexes [Source:HGNC Symbol;Acc:HGNC:14583]","ENTREZGENE_ACC"
"59343","59343","SENP2","SUMO specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:23116]","ENTREZGENE_ACC"
"9445","9445","ITM2B","integral membrane protein 2B [Source:HGNC Symbol;Acc:HGNC:6174]","ENTREZGENE_ACC"
"84870","84870","RSPO3","R-spondin 3 [Source:HGNC Symbol;Acc:HGNC:20866]","ENTREZGENE_ACC"
"2643","2643","GCH1","GTP cyclohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:4193]","ENTREZGENE_ACC"
"3636","3636","INPPL1","inositol polyphosphate phosphatase like 1 [Source:HGNC Symbol;Acc:HGNC:6080]","ENTREZGENE_ACC"
"9114","9114","ATP6V0D1","ATPase H+ transporting V0 subunit d1 [Source:HGNC Symbol;Acc:HGNC:13724]","ENTREZGENE_ACC"
"29083","29083","GTPBP8","GTP binding protein 8 (putative) [Source:HGNC Symbol;Acc:HGNC:25007]","ENTREZGENE_ACC"
"8313","8313","AXIN2","axin 2 [Source:HGNC Symbol;Acc:HGNC:904]","ENTREZGENE_ACC"
"6810","6810","STX4","syntaxin 4 [Source:HGNC Symbol;Acc:HGNC:11439]","ENTREZGENE_ACC"
"80097","80097","MZT2B","mitotic spindle organizing protein 2B [Source:HGNC Symbol;Acc:HGNC:25886]","ENTREZGENE_ACC"
"112858","112858","TP53RK","TP53 regulating kinase [Source:HGNC Symbol;Acc:HGNC:16197]","ENTREZGENE_ACC"
"2059","2059","EPS8","epidermal growth factor receptor pathway substrate 8 [Source:HGNC Symbol;Acc:HGNC:3420]","ENTREZGENE_ACC"
"205428","205428","DIPK2A","divergent protein kinase domain 2A [Source:HGNC Symbol;Acc:HGNC:28490]","ENTREZGENE_ACC"
"154791","154791","FMC1","formation of mitochondrial complex V assembly factor 1 homolog [Source:HGNC Symbol;Acc:HGNC:26946]","ENTREZGENE_ACC"
"84306","84306","PDCD2L","programmed cell death 2 like [Source:HGNC Symbol;Acc:HGNC:28194]","ENTREZGENE_ACC"
"8836","8836","GGH","gamma-glutamyl hydrolase [Source:HGNC Symbol;Acc:HGNC:4248]","ENTREZGENE_ACC"
"54877","54877","ZCCHC2","zinc finger CCHC-type containing 2 [Source:HGNC Symbol;Acc:HGNC:22916]","ENTREZGENE_ACC"
"5190","5190","PEX6","peroxisomal biogenesis factor 6 [Source:HGNC Symbol;Acc:HGNC:8859]","ENTREZGENE_ACC"
"6400","6400","SEL1L","SEL1L adaptor subunit of ERAD E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:10717]","ENTREZGENE_ACC"
"81839","81839","VANGL1","VANGL planar cell polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:15512]","ENTREZGENE_ACC"
"1657","1657","DMXL1","Dmx like 1 [Source:HGNC Symbol;Acc:HGNC:2937]","ENTREZGENE_ACC"
"6449","6449","SGTA","small glutamine rich tetratricopeptide repeat containing alpha [Source:HGNC Symbol;Acc:HGNC:10819]","ENTREZGENE_ACC"
"25822","25822","DNAJB5","DnaJ heat shock protein family (Hsp40) member B5 [Source:HGNC Symbol;Acc:HGNC:14887]","ENTREZGENE_ACC"
"54443","54443","ANLN","anillin actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]","ENTREZGENE_ACC"
"81608","81608","FIP1L1","factor interacting with PAPOLA and CPSF1 [Source:HGNC Symbol;Acc:HGNC:19124]","ENTREZGENE_ACC"
"165140","165140","OXER1","oxoeicosanoid receptor 1 [Source:HGNC Symbol;Acc:HGNC:24884]","ENTREZGENE_ACC"
"3661","3661","IRF3","interferon regulatory factor 3 [Source:HGNC Symbol;Acc:HGNC:6118]","ENTREZGENE_ACC"
"132660","132660","LIN54","lin-54 DREAM MuvB core complex component [Source:HGNC Symbol;Acc:HGNC:25397]","ENTREZGENE_ACC"
"256471","256471","MFSD8","major facilitator superfamily domain containing 8 [Source:HGNC Symbol;Acc:HGNC:28486]","ENTREZGENE_ACC"
"72","72","ACTG2","actin gamma 2, smooth muscle [Source:HGNC Symbol;Acc:HGNC:145]","ENTREZGENE_ACC"
"23560","23560","GTPBP4","GTP binding protein 4 [Source:HGNC Symbol;Acc:HGNC:21535]","ENTREZGENE_ACC"
"90025","90025","UBE3D","ubiquitin protein ligase E3D [Source:HGNC Symbol;Acc:HGNC:21381]","ENTREZGENE_ACC"
"51026","51026","GOLT1B","golgi transport 1B [Source:HGNC Symbol;Acc:HGNC:20175]","ENTREZGENE_ACC"
"9859","645455","CEP170","centrosomal protein 170 [Source:HGNC Symbol;Acc:HGNC:28920]","ENTREZGENE_ACC"
"9859","9859","CEP170","centrosomal protein 170 [Source:HGNC Symbol;Acc:HGNC:28920]","ENTREZGENE_ACC"
"8379","8379","MAD1L1","mitotic arrest deficient 1 like 1 [Source:HGNC Symbol;Acc:HGNC:6762]","ENTREZGENE_ACC"
"5202","5202","PFDN2","prefoldin subunit 2 [Source:HGNC Symbol;Acc:HGNC:8867]","ENTREZGENE_ACC"
"9368","9368","SLC9A3R1","SLC9A3 regulator 1 [Source:HGNC Symbol;Acc:HGNC:11075]","ENTREZGENE_ACC"
"84942","84942","WDR73","WD repeat domain 73 [Source:HGNC Symbol;Acc:HGNC:25928]","ENTREZGENE_ACC"
"28957","28957","MRPS28","mitochondrial ribosomal protein S28 [Source:HGNC Symbol;Acc:HGNC:14513]","ENTREZGENE_ACC"
"55907","55907","CMAS","cytidine monophosphate N-acetylneuraminic acid synthetase [Source:HGNC Symbol;Acc:HGNC:18290]","ENTREZGENE_ACC"
"89970","89970","RSPRY1","ring finger and SPRY domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29420]","ENTREZGENE_ACC"
"23164","23164","MPRIP","myosin phosphatase Rho interacting protein [Source:HGNC Symbol;Acc:HGNC:30321]","ENTREZGENE_ACC"
"29929","29929","ALG6","ALG6 alpha-1,3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23157]","ENTREZGENE_ACC"
"6581","6581","SLC22A3","solute carrier family 22 member 3 [Source:HGNC Symbol;Acc:HGNC:10967]","ENTREZGENE_ACC"
"255252","255252","LRRC57","leucine rich repeat containing 57 [Source:HGNC Symbol;Acc:HGNC:26719]","ENTREZGENE_ACC"
"55160","55160","ARHGEF10L","Rho guanine nucleotide exchange factor 10 like [Source:HGNC Symbol;Acc:HGNC:25540]","ENTREZGENE_ACC"
"84245","84245","MRI1","methylthioribose-1-phosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:28469]","ENTREZGENE_ACC"
"1147","1147","CHUK","component of inhibitor of nuclear factor kappa B kinase complex [Source:HGNC Symbol;Acc:HGNC:1974]","ENTREZGENE_ACC"
"84987","84987","COX14","cytochrome c oxidase assembly factor COX14 [Source:HGNC Symbol;Acc:HGNC:28216]","ENTREZGENE_ACC"
"54662","54662","TBC1D13","TBC1 domain family member 13 [Source:HGNC Symbol;Acc:HGNC:25571]","ENTREZGENE_ACC"
"55209","55209","SETD5","SET domain containing 5 [Source:HGNC Symbol;Acc:HGNC:25566]","ENTREZGENE_ACC"
"55591","55591","VEZT","vezatin, adherens junctions transmembrane protein [Source:HGNC Symbol;Acc:HGNC:18258]","ENTREZGENE_ACC"
"10809","10809","STARD10","StAR related lipid transfer domain containing 10 [Source:HGNC Symbol;Acc:HGNC:10666]","ENTREZGENE_ACC"
"9578","9578","CDC42BPB","CDC42 binding protein kinase beta [Source:HGNC Symbol;Acc:HGNC:1738]","ENTREZGENE_ACC"
"6399","6399","TRAPPC2","trafficking protein particle complex 2 [Source:HGNC Symbol;Acc:HGNC:23068]","ENTREZGENE_ACC"
"440138","440138","ALG11","ALG11 alpha-1,2-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:32456]","ENTREZGENE_ACC"
"10735","10735","STAG2","stromal antigen 2 [Source:HGNC Symbol;Acc:HGNC:11355]","ENTREZGENE_ACC"
"79086","79086","SMIM7","small integral membrane protein 7 [Source:HGNC Symbol;Acc:HGNC:28419]","ENTREZGENE_ACC"
"1468","1468","SLC25A10","solute carrier family 25 member 10 [Source:HGNC Symbol;Acc:HGNC:10980]","ENTREZGENE_ACC"
"90527","90527","DUOXA1","dual oxidase maturation factor 1 [Source:HGNC Symbol;Acc:HGNC:26507]","ENTREZGENE_ACC"
"5706","5706","PSMC6","proteasome 26S subunit, ATPase 6 [Source:HGNC Symbol;Acc:HGNC:9553]","ENTREZGENE_ACC"
"57664","57664","PLEKHA4","pleckstrin homology domain containing A4 [Source:HGNC Symbol;Acc:HGNC:14339]","ENTREZGENE_ACC"
"51069","51069","MRPL2","mitochondrial ribosomal protein L2 [Source:HGNC Symbol;Acc:HGNC:14056]","ENTREZGENE_ACC"
"392465","392465","GLOD5","glyoxalase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:33358]","ENTREZGENE_ACC"
"9289","9289","ADGRG1","adhesion G protein-coupled receptor G1 [Source:HGNC Symbol;Acc:HGNC:4512]","ENTREZGENE_ACC"
"57599","57599","WDR48","WD repeat domain 48 [Source:HGNC Symbol;Acc:HGNC:30914]","ENTREZGENE_ACC"
"55687","55687","TRMU","tRNA mitochondrial 2-thiouridylase [Source:HGNC Symbol;Acc:HGNC:25481]","ENTREZGENE_ACC"
"29775","29775","CARD10","caspase recruitment domain family member 10 [Source:HGNC Symbol;Acc:HGNC:16422]","ENTREZGENE_ACC"
"340481","340481","ZDHHC21","zinc finger DHHC-type palmitoyltransferase 21 [Source:HGNC Symbol;Acc:HGNC:20750]","ENTREZGENE_ACC"
"11259","11259","FILIP1L","filamin A interacting protein 1 like [Source:HGNC Symbol;Acc:HGNC:24589]","ENTREZGENE_ACC"
"7266","7266","DNAJC7","DnaJ heat shock protein family (Hsp40) member C7 [Source:HGNC Symbol;Acc:HGNC:12392]","ENTREZGENE_ACC"
"9252","9252","RPS6KA5","ribosomal protein S6 kinase A5 [Source:HGNC Symbol;Acc:HGNC:10434]","ENTREZGENE_ACC"
"4293","4293","MAP3K9","mitogen-activated protein kinase kinase kinase 9 [Source:HGNC Symbol;Acc:HGNC:6861]","ENTREZGENE_ACC"
"79751","79751","SLC25A22","solute carrier family 25 member 22 [Source:HGNC Symbol;Acc:HGNC:19954]","ENTREZGENE_ACC"
"79624","79624","ARMT1","acidic residue methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:17872]","ENTREZGENE_ACC"
"23464","23464","GCAT","glycine C-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:4188]","ENTREZGENE_ACC"
"9181","9181","ARHGEF2","Rho/Rac guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:682]","ENTREZGENE_ACC"
"3772","3772","KCNJ15","potassium inwardly rectifying channel subfamily J member 15 [Source:HGNC Symbol;Acc:HGNC:6261]","ENTREZGENE_ACC"
"57102","57102","C12orf4","chromosome 12 open reading frame 4 [Source:HGNC Symbol;Acc:HGNC:1184]","ENTREZGENE_ACC"
"138241","138241","C9orf85","chromosome 9 open reading frame 85 [Source:HGNC Symbol;Acc:HGNC:28784]","ENTREZGENE_ACC"
"23002","23002","DAAM1","dishevelled associated activator of morphogenesis 1 [Source:HGNC Symbol;Acc:HGNC:18142]","ENTREZGENE_ACC"
"9421","9421","HAND1","heart and neural crest derivatives expressed 1 [Source:HGNC Symbol;Acc:HGNC:4807]","ENTREZGENE_ACC"
"55573","55573","CDV3","CDV3 homolog [Source:HGNC Symbol;Acc:HGNC:26928]","ENTREZGENE_ACC"
"55466","55466","DNAJA4","DnaJ heat shock protein family (Hsp40) member A4 [Source:HGNC Symbol;Acc:HGNC:14885]","ENTREZGENE_ACC"
"2091","2091","FBL","fibrillarin [Source:HGNC Symbol;Acc:HGNC:3599]","ENTREZGENE_ACC"
"4160","4160","MC4R","melanocortin 4 receptor [Source:HGNC Symbol;Acc:HGNC:6932]","ENTREZGENE_ACC"
"100128927","100128927","ZBTB42","zinc finger and BTB domain containing 42 [Source:HGNC Symbol;Acc:HGNC:32550]","ENTREZGENE_ACC"
"25897","25897","RNF19A","ring finger protein 19A, RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:13432]","ENTREZGENE_ACC"
"200895","200895","DHFR2","dihydrofolate reductase 2 [Source:HGNC Symbol;Acc:HGNC:27309]","ENTREZGENE_ACC"
"79777","79777","ACBD4","acyl-CoA binding domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23337]","ENTREZGENE_ACC"
"1500","1500","CTNND1","catenin delta 1 [Source:HGNC Symbol;Acc:HGNC:2515]","ENTREZGENE_ACC"
"829","829","CAPZA1","capping actin protein of muscle Z-line subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:1488]","ENTREZGENE_ACC"
"1983","1983","EIF5","eukaryotic translation initiation factor 5 [Source:HGNC Symbol;Acc:HGNC:3299]","ENTREZGENE_ACC"
"5734","5734","PTGER4","prostaglandin E receptor 4 [Source:HGNC Symbol;Acc:HGNC:9596]","ENTREZGENE_ACC"
"3752","3752","KCND3","potassium voltage-gated channel subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:6239]","ENTREZGENE_ACC"
"84296","84296","GINS4","GINS complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:28226]","ENTREZGENE_ACC"
"65985","65985","AACS","acetoacetyl-CoA synthetase [Source:HGNC Symbol;Acc:HGNC:21298]","ENTREZGENE_ACC"
"29907","29907","SNX15","sorting nexin 15 [Source:HGNC Symbol;Acc:HGNC:14978]","ENTREZGENE_ACC"
"23554","23554","TSPAN12","tetraspanin 12 [Source:HGNC Symbol;Acc:HGNC:21641]","ENTREZGENE_ACC"
"8625","8625","RFXANK","regulatory factor X associated ankyrin containing protein [Source:HGNC Symbol;Acc:HGNC:9987]","ENTREZGENE_ACC"
"2550","2550","GABBR1","gamma-aminobutyric acid type B receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:4070]","ENTREZGENE_ACC"
"9147","9147","NEMF","nuclear export mediator factor [Source:HGNC Symbol;Acc:HGNC:10663]","ENTREZGENE_ACC"
"51131","51131","PHF11","PHD finger protein 11 [Source:HGNC Symbol;Acc:HGNC:17024]","ENTREZGENE_ACC"
"92667","92667","MGME1","mitochondrial genome maintenance exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:16205]","ENTREZGENE_ACC"
"56254","56254","RNF20","ring finger protein 20 [Source:HGNC Symbol;Acc:HGNC:10062]","ENTREZGENE_ACC"
"51729","51729","WBP11","WW domain binding protein 11 [Source:HGNC Symbol;Acc:HGNC:16461]","ENTREZGENE_ACC"
"1355","1355","COX15","cytochrome c oxidase assembly homolog COX15 [Source:HGNC Symbol;Acc:HGNC:2263]","ENTREZGENE_ACC"
"2539","2539","G6PD","glucose-6-phosphate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4057]","ENTREZGENE_ACC"
"1314","1314","COPA","COPI coat complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:2230]","ENTREZGENE_ACC"
"8703","8703","B4GALT3","beta-1,4-galactosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:926]","ENTREZGENE_ACC"
"8357","8357","H3C10","H3 clustered histone 10 [Source:HGNC Symbol;Acc:HGNC:4775]","ENTREZGENE_ACC"
"4841","4841","NONO","non-POU domain containing octamer binding [Source:HGNC Symbol;Acc:HGNC:7871]","ENTREZGENE_ACC"
"5252","5252","PHF1","PHD finger protein 1 [Source:HGNC Symbol;Acc:HGNC:8919]","ENTREZGENE_ACC"
"115201","115201","ATG4A","autophagy related 4A cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:16489]","ENTREZGENE_ACC"
"102157402","102157402","AK6","adenylate kinase 6 [Source:HGNC Symbol;Acc:HGNC:49151]","ENTREZGENE_ACC"
"55226","55226","NAT10","N-acetyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:29830]","ENTREZGENE_ACC"
"84955","84955","NUDCD1","NudC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24306]","ENTREZGENE_ACC"
"56886","56886","UGGT1","UDP-glucose glycoprotein glucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15663]","ENTREZGENE_ACC"
"7579","7579","ZSCAN20","zinc finger and SCAN domain containing 20 [Source:HGNC Symbol;Acc:HGNC:13093]","ENTREZGENE_ACC"
"26275","26275","HIBCH","3-hydroxyisobutyryl-CoA hydrolase [Source:HGNC Symbol;Acc:HGNC:4908]","ENTREZGENE_ACC"
"2475","2475","MTOR","mechanistic target of rapamycin kinase [Source:HGNC Symbol;Acc:HGNC:3942]","ENTREZGENE_ACC"
"5585","5585","PKN1","protein kinase N1 [Source:HGNC Symbol;Acc:HGNC:9405]","ENTREZGENE_ACC"
"9975","9975","NR1D2","nuclear receptor subfamily 1 group D member 2 [Source:HGNC Symbol;Acc:HGNC:7963]","ENTREZGENE_ACC"
"7709","7709","ZBTB17","zinc finger and BTB domain containing 17 [Source:HGNC Symbol;Acc:HGNC:12936]","ENTREZGENE_ACC"
"9091","9091","PIGQ","phosphatidylinositol glycan anchor biosynthesis class Q [Source:HGNC Symbol;Acc:HGNC:14135]","ENTREZGENE_ACC"
"10196","10196","PRMT3","protein arginine methyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:30163]","ENTREZGENE_ACC"
"23150","23150","FRMD4B","FERM domain containing 4B [Source:HGNC Symbol;Acc:HGNC:24886]","ENTREZGENE_ACC"
"124540","124540","MSI2","musashi RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:18585]","ENTREZGENE_ACC"
"755","755","CFAP410","cilia and flagella associated protein 410 [Source:HGNC Symbol;Acc:HGNC:1260]","ENTREZGENE_ACC"
"163087","163087","ZNF383","zinc finger protein 383 [Source:HGNC Symbol;Acc:HGNC:18609]","ENTREZGENE_ACC"
"56929","56929","FEM1C","fem-1 homolog C [Source:HGNC Symbol;Acc:HGNC:16933]","ENTREZGENE_ACC"
"6597","6597","SMARCA4","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4 [Source:HGNC Symbol;Acc:HGNC:11100]","ENTREZGENE_ACC"
"154467","154467","CCDC167","coiled-coil domain containing 167 [Source:HGNC Symbol;Acc:HGNC:21239]","ENTREZGENE_ACC"
"79587","79587","CARS2","cysteinyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25695]","ENTREZGENE_ACC"
"26024","26024","PTCD1","pentatricopeptide repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:22198]","ENTREZGENE_ACC"
